instanceType,instanceFamily,instanceFamilyName,processor,processorFeatures,vCpus,vCpuCores,vCpuThreadsPerCore,memorySizeInMiB,memorySizeInGiB,storage,storageTotalSizeInGB,networkPerformance,gpuTotalGpuMemoryInMiB,gpuTotalGpuMemoryInGiB,gpuCount,gpuName,gpuMemorySizeInMiB,onDemandLinuxHr,onDemandLinuxMonth,spotLinuxHr,spotLinuxMonth,processorClockSpeedInGhz,location,locationName,locationType,locationContinent,storageSupported,gpuManufacturer,currentGeneration,supportedUsageClasses,supportedRootDeviceTypes,supportedVirtualizationTypes,bareMetal,hypervisor,processorArchitectures,processorManufacturer,storageNvmeSupport,storageEncryptionSupport,ebsOptimizedSupport,ebsEncryptionSupport,ebsOptimizedBaselineBandwidthInMbps,ebsOptimizedBaselineThroughputInMBps,ebsOptimizedBaselineIops,ebsOptimizedMaxBandwidthInMbps,ebsOptimizedMaxThroughputInMBps,ebsOptimizedMaxIops,ebsNvmeSupport,onDemandSuseHr,onDemandSuseMonth,onDemandRhelHr,onDemandRhelMonth
im4gn.16xlarge,im4gn,"Storage optimized","AWS Graviton2 Processor","",64.0,64.0,1.0,262144.0,256.0,"4 x 7500 SSD",30000.0,"100 Gigabit",0.0,0.0,0,"","",5.8207,4249.09,0.5876,428.95,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,40000.0,5000.0,160000.0,40000.0,5000.0,160000.0,required,5.9457,4340.34,6.5119,4753.67
im4gn.2xlarge,im4gn,"Storage optimized","AWS Graviton2 Processor","",8.0,8.0,1.0,32768.0,32.0,"1 x 3750 SSD",3750.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.7276,531.13,0.1719,125.49,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,5000.0,625.0,20000.0,10000.0,1250.0,40000.0,required,0.8526,622.38,0.8428,615.23
im4gn.4xlarge,im4gn,"Storage optimized","AWS Graviton2 Processor","",16.0,16.0,1.0,65536.0,64.0,"1 x 7500 SSD",7500.0,"25 Gigabit",0.0,0.0,0,"","",1.4552,1062.27,0.1501,109.57,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,10000.0,1250.0,40000.0,10000.0,1250.0,40000.0,required,1.5802,1153.52,1.628,1188.42
im4gn.8xlarge,im4gn,"Storage optimized","AWS Graviton2 Processor","",32.0,32.0,1.0,131072.0,128.0,"2 x 7500 SSD",15000.0,"50 Gigabit",0.0,0.0,0,"","",2.9103,2124.55,0.291,212.43,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,20000.0,2500.0,80000.0,20000.0,2500.0,80000.0,required,3.0353,2215.8,3.2559,2376.84
im4gn.large,im4gn,"Storage optimized","AWS Graviton2 Processor","",2.0,2.0,1.0,8192.0,8.0,"1 x 937 SSD",937.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.1819,132.79,0.0514,37.52,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,1250.0,156.0,5000.0,10000.0,1250.0,40000.0,required,0.2382,173.89,0.2107,153.81
im4gn.xlarge,im4gn,"Storage optimized","AWS Graviton2 Processor","",4.0,4.0,1.0,16384.0,16.0,"1 x 1875 SSD",1875.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.3638,265.57,0.0841,61.39,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,2500.0,313.0,10000.0,10000.0,1250.0,40000.0,required,0.4201,306.67,0.4214,307.61
inf1.24xlarge,inf1,"Machine Learning ASIC Instances","Intel Xeon Platinum 8275CL (Cascade Lake)","",96.0,48.0,2.0,196608.0,192.0,"EBS only",0.0,"100 Gigabit",0.0,0.0,0,"","",4.721,3446.33,0.769,561.37,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,4.846,3537.58,5.758,4203.34
inf1.2xlarge,inf1,"Machine Learning ASIC Instances","Intel Xeon Platinum 8275CL (Cascade Lake)","",8.0,4.0,2.0,16384.0,16.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.362,264.26,0.0826,60.3,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,1190.0,149.0,6000.0,4750.0,594.0,20000.0,required,0.487,355.51,0.477,348.21
inf1.6xlarge,inf1,"Machine Learning ASIC Instances","Intel Xeon Platinum 8275CL (Cascade Lake)","",24.0,12.0,2.0,49152.0,48.0,"EBS only",0.0,"25 Gigabit",0.0,0.0,0,"","",1.18,861.4,0.2889,210.9,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,4750.0,594.0,20000.0,4750.0,594.0,20000.0,required,1.305,952.65,1.44,1051.2
inf1.xlarge,inf1,"Machine Learning ASIC Instances","Intel Xeon Platinum 8275CL (Cascade Lake)","",4.0,2.0,2.0,8192.0,8.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.228,166.44,0.0498,36.35,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,1190.0,149.0,4000.0,4750.0,594.0,20000.0,required,0.284,207.32,0.286,208.78
inf2.24xlarge,inf2,"Machine Learning ASIC Instances","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",96.0,48.0,2.0,393216.0,384.0,"EBS only",0.0,"50 Gigabit",0.0,0.0,0,"","",6.4906,4738.16,1.2588,918.92,3.6,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,30000.0,3750.0,120000.0,30000.0,3750.0,120000.0,required,"","",7.5274,5495.02
inf2.48xlarge,inf2,"Machine Learning ASIC Instances","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",192.0,96.0,2.0,786432.0,768.0,"EBS only",0.0,"100 Gigabit",0.0,0.0,0,"","",12.9813,9476.33,1.2981,947.61,3.6,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,60000.0,7500.0,240000.0,60000.0,7500.0,240000.0,required,"","",14.8245,10821.86
inf2.8xlarge,inf2,"Machine Learning ASIC Instances","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",32.0,16.0,2.0,131072.0,128.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",1.9679,1436.54,0.4262,311.13,3.6,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,10000.0,1250.0,40000.0,10000.0,1250.0,40000.0,required,"","",2.3135,1688.83
inf2.xlarge,inf2,"Machine Learning ASIC Instances","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",4.0,2.0,2.0,16384.0,16.0,"EBS only",0.0,"Up to 15 Gigabit",0.0,0.0,0,"","",0.7582,553.49,0.1257,91.76,3.6,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,1250.0,156.0,6000.0,10000.0,1250.0,40000.0,required,"","",0.8158,595.53
is4gen.2xlarge,is4gen,"Storage optimized","AWS Graviton2 Processor","",8.0,8.0,1.0,49152.0,48.0,"1 x 7500 SSD",7500.0,"Up to 25 Gigabit",0.0,0.0,0,"","",1.1526,841.4,0.3177,231.92,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,5000.0,625.0,20000.0,10000.0,1250.0,40000.0,required,1.2776,932.65,1.2678,925.49
is4gen.4xlarge,is4gen,"Storage optimized","AWS Graviton2 Processor","",16.0,16.0,1.0,98304.0,96.0,"2 x 7500 SSD",15000.0,"25 Gigabit",0.0,0.0,0,"","",2.3052,1682.8,0.6758,493.33,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,10000.0,1250.0,40000.0,10000.0,1250.0,40000.0,required,2.4302,1774.05,2.478,1808.94
is4gen.8xlarge,is4gen,"Storage optimized","AWS Graviton2 Processor","",32.0,32.0,1.0,196608.0,192.0,"4 x 7500 SSD",30000.0,"50 Gigabit",0.0,0.0,0,"","",4.6104,3365.59,0.461,336.53,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,20000.0,2500.0,80000.0,20000.0,2500.0,80000.0,required,4.7354,3456.84,4.956,3617.88
is4gen.large,is4gen,"Storage optimized","AWS Graviton2 Processor","",2.0,2.0,1.0,12288.0,12.0,"1 x 1875 SSD",1875.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.2882,210.35,0.0752,54.9,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,1250.0,156.0,5000.0,10000.0,1250.0,40000.0,required,0.3444,251.45,0.317,231.37
is4gen.medium,is4gen,"Storage optimized","AWS Graviton2 Processor","",1.0,1.0,1.0,6144.0,6.0,"1 x 937 SSD",937.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.1441,105.18,0.0144,10.51,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,625.0,78.0,2500.0,10000.0,1250.0,40000.0,required,0.1751,127.81,0.1585,115.69
is4gen.xlarge,is4gen,"Storage optimized","AWS Graviton2 Processor","",4.0,4.0,1.0,24576.0,24.0,"1 x 3750 SSD",3750.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.5763,420.7,0.1516,110.67,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,2500.0,313.0,10000.0,10000.0,1250.0,40000.0,required,0.6326,461.8,0.6339,462.75
m1.large,m1,"General purpose","Intel Xeon Family","",2.0,2.0,1.0,7680.0,7.5,"2 x 420 SSD",840.0,Moderate,0.0,0.0,0,"","",0.175,127.75,0.0361,26.35,0.0,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",0,"on-demand, spot","ebs, instance-store","hvm, paravirtual",0,xen,x86_64,Intel,unsupported,unsupported,supported,supported,500.0,63.0,4000.0,500.0,63.0,4000.0,unsupported,0.275,200.75,0.204,148.92
m1.medium,m1,"General purpose","Intel Xeon Family","",1.0,1.0,1.0,3788.0,3.7,"1 x 410 SSD",410.0,Moderate,0.0,0.0,0,"","",0.087,63.51,0.0089,6.5,0.0,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",0,"on-demand, spot","ebs, instance-store","hvm, paravirtual",0,xen,"i386, x86_64",Intel,unsupported,unsupported,unsupported,supported,0.0,0.0,0.0,0.0,0.0,0.0,unsupported,0.187,136.51,0.101,73.73
m1.small,m1,"General purpose","Intel Xeon Family","",1.0,1.0,1.0,1740.0,1.7,"1 x 160 SSD",160.0,Low,0.0,0.0,0,"","",0.044,32.12,0.0044,3.21,0.0,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",0,"on-demand, spot","ebs, instance-store","hvm, paravirtual",0,xen,"i386, x86_64",Intel,unsupported,unsupported,unsupported,supported,0.0,0.0,0.0,0.0,0.0,0.0,unsupported,0.074,54.02,0.058,42.34
m1.xlarge,m1,"General purpose","Intel Xeon Family","",4.0,4.0,1.0,15360.0,15.0,"4 x 420 SSD",1680.0,High,0.0,0.0,0,"","",0.35,255.5,0.0874,63.8,0.0,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",0,"on-demand, spot","ebs, instance-store","hvm, paravirtual",0,xen,x86_64,Intel,unsupported,unsupported,supported,supported,1000.0,125.0,8000.0,1000.0,125.0,8000.0,unsupported,0.45,328.5,0.41,299.3
m2.2xlarge,m2,"Memory optimized","Intel Xeon Family","",4.0,4.0,1.0,35020.0,34.2,"1 x 850 SSD",850.0,Moderate,0.0,0.0,0,"","",0.49,357.7,0.0834,60.88,0.0,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",0,"on-demand, spot","ebs, instance-store","hvm, paravirtual",0,xen,x86_64,Intel,unsupported,unsupported,supported,supported,500.0,63.0,4000.0,500.0,63.0,4000.0,unsupported,0.59,430.7,0.55,401.5
m2.4xlarge,m2,"Memory optimized","Intel Xeon Family","",8.0,8.0,1.0,70041.0,68.4,"2 x 840 SSD",1680.0,High,0.0,0.0,0,"","",0.98,715.4,0.2304,168.19,0.0,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",0,"on-demand, spot","ebs, instance-store","hvm, paravirtual",0,xen,x86_64,Intel,unsupported,unsupported,supported,supported,1000.0,125.0,8000.0,1000.0,125.0,8000.0,unsupported,1.08,788.4,1.1,803.0
m2.xlarge,m2,"Memory optimized","Intel Xeon Family","",2.0,2.0,1.0,17510.0,17.1,"1 x 420 SSD",420.0,Moderate,0.0,0.0,0,"","",0.245,178.85,0.0543,39.64,0.0,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",0,"on-demand, spot","ebs, instance-store","hvm, paravirtual",0,xen,x86_64,Intel,unsupported,unsupported,unsupported,supported,0.0,0.0,0.0,0.0,0.0,0.0,unsupported,0.345,251.85,0.274,200.02
m3.2xlarge,m3,"General purpose","Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","Intel AVX; Intel Turbo",8.0,4.0,2.0,30720.0,30.0,"2 x 80 SSD",160.0,High,0.0,0.0,0,"","",0.532,388.36,0.1632,119.14,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",0,"on-demand, spot","ebs, instance-store","hvm, paravirtual",0,xen,x86_64,Intel,unsupported,unsupported,supported,supported,1000.0,125.0,8000.0,1000.0,125.0,8000.0,unsupported,0.632,461.36,0.651,475.23
m3.large,m3,"General purpose","Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","Intel AVX; Intel Turbo",2.0,1.0,2.0,7680.0,7.5,"1 x 32 SSD",32.0,Moderate,0.0,0.0,0,"","",0.133,97.09,0.0322,23.51,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",0,"on-demand, spot","ebs, instance-store","hvm, paravirtual",0,xen,x86_64,Intel,unsupported,unsupported,unsupported,supported,0.0,0.0,0.0,0.0,0.0,0.0,unsupported,0.233,170.09,0.163,118.99
m3.medium,m3,"General purpose","Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","Intel AVX; Intel Turbo",1.0,1.0,1.0,3840.0,3.75,"1 x 4 SSD",4.0,Moderate,0.0,0.0,0,"","",0.067,48.91,0.0104,7.59,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",0,"on-demand, spot","ebs, instance-store","hvm, paravirtual",0,xen,x86_64,Intel,unsupported,unsupported,unsupported,supported,0.0,0.0,0.0,0.0,0.0,0.0,unsupported,0.167,121.91,0.081,59.13
m3.xlarge,m3,"General purpose","Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","Intel AVX; Intel Turbo",4.0,2.0,2.0,15360.0,15.0,"2 x 40 SSD",80.0,High,0.0,0.0,0,"","",0.266,194.18,0.0787,57.45,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",0,"on-demand, spot","ebs, instance-store","hvm, paravirtual",0,xen,x86_64,Intel,unsupported,unsupported,supported,supported,500.0,63.0,4000.0,500.0,63.0,4000.0,unsupported,0.366,267.18,0.326,237.98
m4.10xlarge,m4,"General purpose","Intel Xeon E5-2676 v3 (Haswell)","Intel AVX; Intel AVX2; Intel Turbo",40.0,20.0,2.0,163840.0,160.0,"EBS only",0.0,"10 Gigabit",0.0,0.0,0,"","",2.0,1460.0,0.4184,305.43,2.4,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",0,"on-demand, spot",ebs,hvm,0,xen,x86_64,Intel,"","",default,supported,4000.0,500.0,32000.0,4000.0,500.0,32000.0,unsupported,2.1,1533.0,2.432,1775.36
m4.16xlarge,m4,"General purpose","Intel Xeon E5-2686 v4 (Broadwell)","Intel AVX; Intel AVX2; Intel Turbo",64.0,32.0,2.0,262144.0,256.0,"EBS only",0.0,"25 Gigabit",0.0,0.0,0,"","",3.2,2336.0,1.0341,754.89,2.3,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",0,"on-demand, spot",ebs,hvm,0,xen,x86_64,Intel,"","",default,supported,10000.0,1250.0,65000.0,10000.0,1250.0,65000.0,unsupported,3.3,2409.0,3.8912,2840.58
m4.2xlarge,m4,"General purpose","Intel Xeon E5-2676 v3 (Haswell)","Intel AVX; Intel AVX2; Intel Turbo",8.0,4.0,2.0,32768.0,32.0,"EBS only",0.0,High,0.0,0.0,0,"","",0.4,292.0,0.145,105.85,2.4,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",0,"on-demand, spot",ebs,hvm,0,xen,x86_64,Intel,"","",default,supported,1000.0,125.0,8000.0,1000.0,125.0,8000.0,unsupported,0.5,365.0,0.5152,376.1
m4.4xlarge,m4,"General purpose","Intel Xeon E5-2676 v3 (Haswell)","Intel AVX; Intel AVX2; Intel Turbo",16.0,8.0,2.0,65536.0,64.0,"EBS only",0.0,High,0.0,0.0,0,"","",0.8,584.0,0.2243,163.74,2.4,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",0,"on-demand, spot",ebs,hvm,0,xen,x86_64,Intel,"","",default,supported,2000.0,250.0,16000.0,2000.0,250.0,16000.0,unsupported,0.9,657.0,0.9728,710.14
m4.large,m4,"General purpose","Intel Xeon E5-2676 v3 (Haswell)","Intel AVX; Intel AVX2; Intel Turbo",2.0,1.0,2.0,8192.0,8.0,"EBS only",0.0,Moderate,0.0,0.0,0,"","",0.1,73.0,0.0328,23.94,2.4,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",0,"on-demand, spot",ebs,hvm,0,xen,x86_64,Intel,"","",default,supported,450.0,56.0,3600.0,450.0,56.0,3600.0,unsupported,0.2,146.0,0.1288,94.02
m4.xlarge,m4,"General purpose","Intel Xeon E5-2676 v3 (Haswell)","Intel AVX; Intel AVX2; Intel Turbo",4.0,2.0,2.0,16384.0,16.0,"EBS only",0.0,High,0.0,0.0,0,"","",0.2,146.0,0.0668,48.76,2.4,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",0,"on-demand, spot",ebs,hvm,0,xen,x86_64,Intel,"","",default,supported,750.0,94.0,6000.0,750.0,94.0,6000.0,unsupported,0.3,219.0,0.2576,188.05
m5.12xlarge,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",48.0,24.0,2.0,196608.0,192.0,"EBS only",0.0,"12 Gigabit",0.0,0.0,0,"","",2.304,1681.92,0.6153,449.17,3.1,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,9500.0,1188.0,40000.0,9500.0,1188.0,40000.0,required,2.404,1754.92,2.822,2060.06
m5.16xlarge,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",64.0,32.0,2.0,262144.0,256.0,"EBS only",0.0,"20 Gigabit",0.0,0.0,0,"","",3.072,2242.56,0.7162,522.83,3.1,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,13600.0,1700.0,60000.0,13600.0,1700.0,60000.0,required,3.172,2315.56,3.763,2746.99
m5.24xlarge,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",96.0,48.0,2.0,393216.0,384.0,"EBS only",0.0,"25 Gigabit",0.0,0.0,0,"","",4.608,3363.84,1.1174,815.7,3.1,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,4.708,3436.84,5.645,4120.85
m5.2xlarge,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,32768.0,32.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.384,280.32,0.1482,108.19,3.1,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,2300.0,288.0,12000.0,4750.0,594.0,18750.0,required,0.484,353.32,0.499,364.27
m5.4xlarge,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",16.0,8.0,2.0,65536.0,64.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.768,560.64,0.2767,201.99,3.1,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,4750.0,594.0,18750.0,4750.0,594.0,18750.0,required,0.868,633.64,0.941,686.93
m5.8xlarge,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",32.0,16.0,2.0,131072.0,128.0,"EBS only",0.0,"10 Gigabit",0.0,0.0,0,"","",1.536,1121.28,0.4257,310.76,3.1,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,6800.0,850.0,30000.0,6800.0,850.0,30000.0,required,1.636,1194.28,1.882,1373.86
m5.large,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",2.0,1.0,2.0,8192.0,8.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.096,70.08,0.0294,21.46,3.1,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,650.0,81.0,3600.0,4750.0,594.0,18750.0,required,0.152,110.96,0.125,91.25
m5.metal,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",96.0,48.0,2.0,393216.0,384.0,"EBS only",0.0,"25 Gigabit",0.0,0.0,0,"","",4.608,3363.84,0.6023,439.68,3.1,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,1,"",x86_64,Intel,"","",default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,4.708,3436.84,5.645,4120.85
m5.xlarge,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",4.0,2.0,2.0,16384.0,16.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.192,140.16,0.0632,46.14,3.1,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,1150.0,144.0,6000.0,4750.0,594.0,18750.0,required,0.248,181.04,0.25,182.5
m5a.12xlarge,m5a,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",48.0,24.0,2.0,196608.0,192.0,"EBS only",0.0,"10 Gigabit",0.0,0.0,0,"","",2.064,1506.72,0.4774,348.5,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,6780.0,848.0,30000.0,6780.0,848.0,30000.0,required,2.189,1597.97,2.582,1884.86
m5a.16xlarge,m5a,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",64.0,32.0,2.0,262144.0,256.0,"EBS only",0.0,"12 Gigabit",0.0,0.0,0,"","",2.752,2008.96,0.8935,652.25,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,9500.0,1188.0,40000.0,9500.0,1188.0,40000.0,required,2.877,2100.21,3.443,2513.39
m5a.24xlarge,m5a,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",96.0,48.0,2.0,393216.0,384.0,"EBS only",0.0,"20 Gigabit",0.0,0.0,0,"","",4.128,3013.44,1.2779,932.87,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,13750.0,1719.0,60000.0,13750.0,1719.0,60000.0,required,4.253,3104.69,5.165,3770.45
m5a.2xlarge,m5a,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",8.0,4.0,2.0,32768.0,32.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.344,251.12,0.1586,115.78,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,1580.0,198.0,8333.0,2880.0,360.0,16000.0,required,0.469,342.37,0.459,335.07
m5a.4xlarge,m5a,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",16.0,8.0,2.0,65536.0,64.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.688,502.24,0.2746,200.46,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,2880.0,360.0,16000.0,2880.0,360.0,16000.0,required,0.813,593.49,0.861,628.53
m5a.8xlarge,m5a,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",32.0,16.0,2.0,131072.0,128.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",1.376,1004.48,0.3643,265.94,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,4750.0,594.0,20000.0,4750.0,594.0,20000.0,required,1.501,1095.73,1.722,1257.06
m5a.large,m5a,"General purpose","AMD EPYC 7571","AVX; AVX2; AMD Turbo",2.0,1.0,2.0,8192.0,8.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.086,62.78,0.0295,21.54,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,650.0,81.0,3600.0,2880.0,360.0,16000.0,required,0.142,103.66,0.115,83.95
