instanceType,vCpus,memorySizeInGiB,processorClockSpeedInGhz,spotLinuxHr,onDemandLinuxHr,storageTotalSizeInGB,speed_price_ratio,cpu_price_ratio,ram_price_ratio,comp_price_ratio,demand_spot_ratio,instanceFamilyName
c6a.16xlarge,64.0,128.0,3.6,0.8621,2.448,0.0,1.47058823529412,26.1437908496732,52.2875816993464,94.1176470588235,2.83957777520009,"Compute optimized"
c6a.24xlarge,96.0,192.0,3.6,0.9896,3.672,0.0,0.980392156862745,26.1437908496732,52.2875816993464,94.1176470588235,3.71059013742926,"Compute optimized"
c6a.2xlarge,8.0,16.0,3.6,0.1154,0.306,0.0,11.7647058823529,26.1437908496732,52.2875816993464,94.1176470588235,2.65164644714038,"Compute optimized"
c6a.32xlarge,128.0,256.0,3.6,1.4178,4.896,0.0,0.735294117647059,26.1437908496732,52.2875816993464,94.1176470588235,3.45323741007194,"Compute optimized"
c6a.48xlarge,192.0,384.0,3.6,1.8089,7.344,0.0,0.490196078431373,26.1437908496732,52.2875816993464,94.1176470588235,4.05992592183095,"Compute optimized"
c6a.4xlarge,16.0,32.0,3.6,0.2546,0.612,0.0,5.88235294117647,26.1437908496732,52.2875816993464,94.1176470588235,2.4037706205813,"Compute optimized"
c6a.8xlarge,32.0,64.0,3.6,0.4871,1.224,0.0,2.94117647058824,26.1437908496732,52.2875816993464,94.1176470588235,2.51283104085403,"Compute optimized"
c6a.large,2.0,4.0,3.6,0.0248,0.0765,0.0,47.0588235294118,26.1437908496732,52.2875816993464,94.1176470588235,3.08467741935484,"Compute optimized"
c6a.metal,192.0,384.0,3.6,0.9474,7.344,0.0,0.490196078431373,26.1437908496732,52.2875816993464,94.1176470588235,7.75174160861305,"Compute optimized"
c6a.xlarge,4.0,8.0,3.6,0.0573,0.153,0.0,23.5294117647059,26.1437908496732,52.2875816993464,94.1176470588235,2.67015706806283,"Compute optimized"
c6g.12xlarge,48.0,96.0,2.5,0.2557,1.632,0.0,1.53186274509804,29.4117647058824,58.8235294117647,73.5294117647059,6.38247946812671,"Compute optimized"
c6g.16xlarge,64.0,128.0,2.5,0.2912,2.176,0.0,1.14889705882353,29.4117647058824,58.8235294117647,73.5294117647059,7.47252747252747,"Compute optimized"
c6g.2xlarge,8.0,16.0,2.5,0.0787,0.272,0.0,9.19117647058824,29.4117647058824,58.8235294117647,73.5294117647059,3.4561626429479,"Compute optimized"
c6g.4xlarge,16.0,32.0,2.5,0.1501,0.544,0.0,4.59558823529412,29.4117647058824,58.8235294117647,73.5294117647059,3.62425049966689,"Compute optimized"
c6g.8xlarge,32.0,64.0,2.5,0.3025,1.088,0.0,2.29779411764706,29.4117647058824,58.8235294117647,73.5294117647059,3.59669421487603,"Compute optimized"
c6g.large,2.0,4.0,2.5,0.0223,0.068,0.0,36.7647058823529,29.4117647058824,58.8235294117647,73.5294117647059,3.04932735426009,"Compute optimized"
c6g.medium,1.0,2.0,2.5,0.0066,0.034,0.0,73.5294117647059,29.4117647058824,58.8235294117647,73.5294117647059,5.15151515151515,"Compute optimized"
c6g.metal,64.0,128.0,2.5,0.2176,2.176,0.0,1.14889705882353,29.4117647058824,58.8235294117647,73.5294117647059,10.0,"Compute optimized"
c6g.xlarge,4.0,8.0,2.5,0.0509,0.136,0.0,18.3823529411765,29.4117647058824,58.8235294117647,73.5294117647059,2.67190569744597,"Compute optimized"
c6gd.12xlarge,48.0,96.0,2.5,0.1843,1.8432,2850.0,1.35633680555556,26.0416666666667,52.0833333333333,65.1041666666667,10.0010851871948,"Compute optimized"
c6gd.16xlarge,64.0,128.0,2.5,0.2458,2.4576,3800.0,1.01725260416667,26.0416666666667,52.0833333333333,65.1041666666667,9.99837266069976,"Compute optimized"
c6gd.2xlarge,8.0,16.0,2.5,0.0308,0.3072,474.0,8.13802083333333,26.0416666666667,52.0833333333333,65.1041666666667,9.97402597402597,"Compute optimized"
c6gd.4xlarge,16.0,32.0,2.5,0.2002,0.6144,950.0,4.06901041666667,26.0416666666667,52.0833333333333,65.1041666666667,3.06893106893107,"Compute optimized"
c6gd.8xlarge,32.0,64.0,2.5,0.1993,1.2288,1900.0,2.03450520833333,26.0416666666667,52.0833333333333,65.1041666666667,6.16557952834922,"Compute optimized"
c6gd.large,2.0,4.0,2.5,0.0237,0.0768,118.0,32.5520833333333,26.0416666666667,52.0833333333333,65.1041666666667,3.24050632911392,"Compute optimized"
c6gd.medium,1.0,2.0,2.5,0.0039,0.0384,59.0,65.1041666666667,26.0416666666667,52.0833333333333,65.1041666666667,9.84615384615384,"Compute optimized"
c6gd.metal,64.0,128.0,2.5,0.2458,2.4576,3800.0,1.01725260416667,26.0416666666667,52.0833333333333,65.1041666666667,9.99837266069976,"Compute optimized"
c6gd.xlarge,4.0,8.0,2.5,0.0557,0.1536,237.0,16.2760416666667,26.0416666666667,52.0833333333333,65.1041666666667,2.75763016157989,"Compute optimized"
c6gn.12xlarge,48.0,96.0,2.5,0.2074,2.0736,0.0,1.20563271604938,23.1481481481481,46.2962962962963,57.8703703703704,9.99807135969142,"Compute optimized"
c6gn.16xlarge,64.0,128.0,2.5,0.2816,2.7648,0.0,0.904224537037037,23.1481481481481,46.2962962962963,57.8703703703704,9.81818181818182,"Compute optimized"
c6gn.2xlarge,8.0,16.0,2.5,0.0937,0.3456,0.0,7.2337962962963,23.1481481481481,46.2962962962963,57.8703703703704,3.68836712913554,"Compute optimized"
c6gn.4xlarge,16.0,32.0,2.5,0.1929,0.6912,0.0,3.61689814814815,23.1481481481481,46.2962962962963,57.8703703703704,3.58320373250389,"Compute optimized"
c6gn.8xlarge,32.0,64.0,2.5,0.3646,1.3824,0.0,1.80844907407407,23.1481481481481,46.2962962962963,57.8703703703704,3.79155238617663,"Compute optimized"
c6gn.large,2.0,4.0,2.5,0.0247,0.0864,0.0,28.9351851851852,23.1481481481481,46.2962962962963,57.8703703703704,3.49797570850202,"Compute optimized"
c6gn.medium,1.0,2.0,2.5,0.0043,0.0432,0.0,57.8703703703704,23.1481481481481,46.2962962962963,57.8703703703704,10.046511627907,"Compute optimized"
c6gn.xlarge,4.0,8.0,2.5,0.0558,0.1728,0.0,14.4675925925926,23.1481481481481,46.2962962962963,57.8703703703704,3.09677419354839,"Compute optimized"
c6i.12xlarge,48.0,96.0,3.5,0.5609,2.04,0.0,1.7156862745098,23.5294117647059,47.0588235294118,82.3529411764706,3.63701194508825,"Compute optimized"
c6i.16xlarge,64.0,128.0,3.5,0.8768,2.72,0.0,1.28676470588235,23.5294117647059,47.0588235294118,82.3529411764706,3.1021897810219,"Compute optimized"
c6i.24xlarge,96.0,192.0,3.5,1.162,4.08,0.0,0.857843137254902,23.5294117647059,47.0588235294118,82.3529411764706,3.51118760757315,"Compute optimized"
c6i.2xlarge,8.0,16.0,3.5,0.1689,0.34,0.0,10.2941176470588,23.5294117647059,47.0588235294118,82.3529411764706,2.01302545885139,"Compute optimized"
c6i.32xlarge,128.0,256.0,3.5,1.5025,5.44,0.0,0.643382352941176,23.5294117647059,47.0588235294118,82.3529411764706,3.62063227953411,"Compute optimized"
c6i.4xlarge,16.0,32.0,3.5,0.2514,0.68,0.0,5.14705882352941,23.5294117647059,47.0588235294118,82.3529411764706,2.70485282418457,"Compute optimized"
c6i.8xlarge,32.0,64.0,3.5,0.4956,1.36,0.0,2.57352941176471,23.5294117647059,47.0588235294118,82.3529411764706,2.74414850686037,"Compute optimized"
c6i.large,2.0,4.0,3.5,0.0209,0.085,0.0,41.1764705882353,23.5294117647059,47.0588235294118,82.3529411764706,4.06698564593302,"Compute optimized"
c6i.metal,128.0,256.0,3.5,0.56,5.44,0.0,0.643382352941176,23.5294117647059,47.0588235294118,82.3529411764706,9.71428571428571,"Compute optimized"
c6i.xlarge,4.0,8.0,3.5,0.0698,0.17,0.0,20.5882352941176,23.5294117647059,47.0588235294118,82.3529411764706,2.43553008595989,"Compute optimized"
c6id.12xlarge,48.0,96.0,3.5,0.7271,2.4192,2850.0,1.44675925925926,19.8412698412698,39.6825396825397,69.4444444444444,3.32719020767432,"Compute optimized"
c6id.16xlarge,64.0,128.0,3.5,0.9098,3.2256,3800.0,1.08506944444444,19.8412698412698,39.6825396825397,69.4444444444444,3.54539459221807,"Compute optimized"
c6id.24xlarge,96.0,192.0,3.5,1.1183,4.8384,5700.0,0.72337962962963,19.8412698412698,39.6825396825397,69.4444444444444,4.32656711079317,"Compute optimized"
c6id.2xlarge,8.0,16.0,3.5,0.1503,0.4032,474.0,8.68055555555556,19.8412698412698,39.6825396825397,69.4444444444444,2.68263473053892,"Compute optimized"
c6id.32xlarge,128.0,256.0,3.5,1.0666,6.4512,7600.0,0.542534722222222,19.8412698412698,39.6825396825397,69.4444444444444,6.04837802362648,"Compute optimized"
c6id.4xlarge,16.0,32.0,3.5,0.2819,0.8064,950.0,4.34027777777778,19.8412698412698,39.6825396825397,69.4444444444444,2.86058886129833,"Compute optimized"
c6id.8xlarge,32.0,64.0,3.5,0.5421,1.6128,1900.0,2.17013888888889,19.8412698412698,39.6825396825397,69.4444444444444,2.97509684560044,"Compute optimized"
c6id.large,2.0,4.0,3.5,0.0278,0.1008,118.0,34.7222222222222,19.8412698412698,39.6825396825397,69.4444444444444,3.62589928057554,"Compute optimized"
c6id.metal,128.0,256.0,3.5,0.9085,6.4512,7600.0,0.542534722222222,19.8412698412698,39.6825396825397,69.4444444444444,7.10093560814529,"Compute optimized"
c6id.xlarge,4.0,8.0,3.5,0.067,0.2016,237.0,17.3611111111111,19.8412698412698,39.6825396825397,69.4444444444444,3.0089552238806,"Compute optimized"
c6in.12xlarge,48.0,96.0,3.5,0.8974,2.7216,0.0,1.28600823045267,17.636684303351,35.2733686067019,61.7283950617284,3.03276131045242,"Compute optimized"
c6in.16xlarge,64.0,128.0,3.5,1.1396,3.6288,0.0,0.964506172839506,17.636684303351,35.2733686067019,61.7283950617284,3.18427518427518,"Compute optimized"
c6in.24xlarge,96.0,192.0,3.5,1.3913,5.4432,0.0,0.643004115226337,17.636684303351,35.2733686067019,61.7283950617284,3.91231222597571,"Compute optimized"
c6in.2xlarge,8.0,16.0,3.5,0.1875,0.4536,0.0,7.71604938271605,17.636684303351,35.2733686067019,61.7283950617284,2.4192,"Compute optimized"
c6in.32xlarge,128.0,256.0,3.5,1.6482,7.2576,0.0,0.482253086419753,17.636684303351,35.2733686067019,61.7283950617284,4.40334910811795,"Compute optimized"
c6in.4xlarge,16.0,32.0,3.5,0.333,0.9072,0.0,3.85802469135802,17.636684303351,35.2733686067019,61.7283950617284,2.72432432432432,"Compute optimized"
c6in.8xlarge,32.0,64.0,3.5,0.68,1.8144,0.0,1.92901234567901,17.636684303351,35.2733686067019,61.7283950617284,2.66823529411765,"Compute optimized"
c6in.large,2.0,4.0,3.5,0.0332,0.1134,0.0,30.8641975308642,17.636684303351,35.2733686067019,61.7283950617284,3.41566265060241,"Compute optimized"
c6in.metal,128.0,256.0,3.5,0.7258,7.2576,0.0,0.482253086419753,17.636684303351,35.2733686067019,61.7283950617284,9.99944888399008,"Compute optimized"
c6in.xlarge,4.0,8.0,3.5,0.087,0.2268,0.0,15.4320987654321,17.636684303351,35.2733686067019,61.7283950617284,2.60689655172414,"Compute optimized"
c7a.12xlarge,48.0,96.0,3.7,0.5168,2.4634,0.0,1.50198912072745,19.4852642688966,38.9705285377933,72.0954777949176,4.76664086687306,"Compute optimized"
c7a.16xlarge,64.0,128.0,3.7,0.9962,3.2845,0.0,1.1265032729487,19.4854620185721,38.9709240371442,72.0962094687167,3.29702870909456,"Compute optimized"
c7a.24xlarge,96.0,192.0,3.7,1.3834,4.9267,0.0,0.751009803722573,19.4856597722614,38.9713195445227,72.096941157367,3.56129825068671,"Compute optimized"
c7a.2xlarge,8.0,16.0,3.7,0.1677,0.4106,0.0,9.01120311738919,19.4836824159766,38.9673648319532,72.0896249391135,2.44841979725701,"Compute optimized"
c7a.32xlarge,128.0,256.0,3.7,1.4393,6.569,0.0,0.563251636474349,19.4854620185721,38.9709240371442,72.0962094687167,4.56402417842007,"Compute optimized"
c7a.48xlarge,192.0,384.0,3.7,2.2472,9.8534,0.0,0.375504901861286,19.4856597722614,38.9713195445227,72.096941157367,4.38474546101816,"Compute optimized"
c7a.4xlarge,16.0,32.0,3.7,0.2795,0.8211,0.0,4.50615028620144,19.4860552916819,38.9721105833638,72.098404579223,2.93774597495528,"Compute optimized"
c7a.8xlarge,32.0,64.0,3.7,0.5985,1.6422,0.0,2.25307514310072,19.4860552916819,38.9721105833638,72.098404579223,2.74385964912281,"Compute optimized"
c7a.large,2.0,4.0,3.7,0.0322,0.1026,0.0,36.0623781676413,19.4931773879142,38.9863547758285,72.1247563352827,3.18633540372671,"Compute optimized"
c7a.medium,1.0,2.0,3.7,0.01,0.0513,0.0,72.1247563352827,19.4931773879142,38.9863547758285,72.1247563352827,5.13,"Compute optimized"
c7a.metal-48xl,192.0,384.0,3.7,1.4932,9.8534,0.0,0.375504901861286,19.4856597722614,38.9713195445227,72.096941157367,6.59884811143852,"Compute optimized"
c7a.xlarge,4.0,8.0,3.7,0.0782,0.2053,0.0,18.0224062347784,19.4836824159766,38.9673648319532,72.0896249391135,2.62531969309463,"Compute optimized"
c7g.12xlarge,48.0,96.0,2.6,0.4165,1.74,0.0,1.49425287356322,27.5862068965517,55.1724137931035,71.7241379310345,4.17767106842737,"Compute optimized"
c7g.16xlarge,64.0,128.0,2.6,0.232,2.32,0.0,1.12068965517241,27.5862068965517,55.1724137931035,71.7241379310345,10.0,"Compute optimized"
c7g.2xlarge,8.0,16.0,2.6,0.0854,0.29,0.0,8.96551724137931,27.5862068965517,55.1724137931035,71.7241379310345,3.39578454332553,"Compute optimized"
c7g.4xlarge,16.0,32.0,2.6,0.1792,0.58,0.0,4.48275862068966,27.5862068965517,55.1724137931035,71.7241379310345,3.23660714285714,"Compute optimized"
c7g.8xlarge,32.0,64.0,2.6,0.3001,1.16,0.0,2.24137931034483,27.5862068965517,55.1724137931035,71.7241379310345,3.86537820726425,"Compute optimized"
c7g.large,2.0,4.0,2.6,0.03,0.0725,0.0,35.8620689655172,27.5862068965517,55.1724137931035,71.7241379310345,2.41666666666667,"Compute optimized"
c7g.medium,1.0,2.0,2.6,0.0045,0.0363,0.0,71.6253443526171,27.5482093663912,55.0964187327824,71.6253443526171,8.06666666666667,"Compute optimized"
c7g.metal,64.0,128.0,2.6,0.3346,2.32,0.0,1.12068965517241,27.5862068965517,55.1724137931035,71.7241379310345,6.93365212193664,"Compute optimized"
c7g.xlarge,4.0,8.0,2.6,0.0513,0.145,0.0,17.9310344827586,27.5862068965517,55.1724137931035,71.7241379310345,2.82651072124756,"Compute optimized"
c7gd.12xlarge,48.0,96.0,2.6,0.5577,2.1773,2850.0,1.19413953061131,22.0456528728241,44.0913057456483,57.3186974693428,3.90407028868567,"Compute optimized"
c7gd.16xlarge,64.0,128.0,2.6,0.2903,2.903,3800.0,0.895625215294523,22.0461591457113,44.0923182914227,57.3200137788495,10.0,"Compute optimized"
c7gd.2xlarge,8.0,16.0,2.6,0.1335,0.3629,474.0,7.16450812896115,22.0446403968035,44.0892807936071,57.3160650316892,2.71835205992509,"Compute optimized"
c7gd.4xlarge,16.0,32.0,2.6,0.24,0.7258,950.0,3.58225406448057,22.0446403968035,44.0892807936071,57.3160650316892,3.02416666666667,"Compute optimized"
c7gd.8xlarge,32.0,64.0,2.6,0.3899,1.4515,1900.0,1.79125043058905,22.0461591457113,44.0923182914227,57.3200137788495,3.72274942292896,"Compute optimized"
c7gd.large,2.0,4.0,2.6,0.0269,0.0907,118.0,28.6659316427784,22.0507166482911,44.1014332965821,57.3318632855568,3.37174721189591,"Compute optimized"
c7gd.medium,1.0,2.0,2.6,0.0047,0.0454,59.0,57.2687224669603,22.0264317180617,44.0528634361233,57.2687224669603,9.65957446808511,"Compute optimized"
c7gd.metal,64.0,128.0,2.6,0.2903,2.903,3800.0,0.895625215294523,22.0461591457113,44.0923182914227,57.3200137788495,10.0,"Compute optimized"
c7gd.xlarge,4.0,8.0,2.6,0.0702,0.1814,237.0,14.3329658213892,22.0507166482911,44.1014332965821,57.3318632855568,2.58404558404558,"Compute optimized"
c7gn.12xlarge,48.0,96.0,2.6,0.3029,2.9952,0.0,0.868055555555556,16.025641025641,32.0512820512821,41.6666666666667,9.88841201716738,"Compute optimized"
c7gn.16xlarge,64.0,128.0,2.6,0.3994,3.9936,0.0,0.651041666666667,16.025641025641,32.0512820512821,41.6666666666667,9.99899849774662,"Compute optimized"
c7gn.2xlarge,8.0,16.0,2.6,0.0583,0.4992,0.0,5.20833333333333,16.025641025641,32.0512820512821,41.6666666666667,8.56260720411664,"Compute optimized"
c7gn.4xlarge,16.0,32.0,2.6,0.2172,0.9984,0.0,2.60416666666667,16.025641025641,32.0512820512821,41.6666666666667,4.59668508287293,"Compute optimized"
c7gn.8xlarge,32.0,64.0,2.6,0.3002,1.9968,0.0,1.30208333333333,16.025641025641,32.0512820512821,41.6666666666667,6.65156562291805,"Compute optimized"
c7gn.large,2.0,4.0,2.6,0.0174,0.1248,0.0,20.8333333333333,16.025641025641,32.0512820512821,41.6666666666667,7.17241379310345,"Compute optimized"
c7gn.medium,1.0,2.0,2.6,0.0062,0.0624,0.0,41.6666666666667,16.025641025641,32.0512820512821,41.6666666666667,10.0645161290323,"Compute optimized"
c7gn.metal,64.0,128.0,2.6,0.3994,3.9936,0.0,0.651041666666667,16.025641025641,32.0512820512821,41.6666666666667,9.99899849774662,"Compute optimized"
c7gn.xlarge,4.0,8.0,2.6,0.0504,0.2496,0.0,10.4166666666667,16.025641025641,32.0512820512821,41.6666666666667,4.95238095238095,"Compute optimized"
